gene_id	gene_symbol	Model_A_log2FC	Model_A_SE	Model_A_CI95_low	Model_A_CI95_high	Model_A_raw_P	Model_A_FDR	log2FC_MACULA_vs_PERIPHERY_paired	SE_paired	CI95_low_paired	CI95_high_paired	raw_P_paired	FDR_paired	log2FC_MACULA_vs_PERIPHERY_adult	SE_adult	CI95_low_adult	CI95_high_adult	raw_P_adult	FDR_adult	log2FC_MACULA_vs_PERIPHERY_age_overlap	SE_age_overlap	CI95_low_age_overlap	CI95_high_age_overlap	raw_P_age_overlap	FDR_age_overlap	evidence_tier	paired_same_direction	adult_same_direction	primary_effect_threshold_abs_log2FC
ENSG00000179841	AKAP5	0.672523842730845	0.233541071995526	0.204102101141617	1.14094558432007	0.0057306687296089	0.05160132461065	1.11190202885889	0.281426732833848	0.523871638184856	1.69993241953292	0.0008223302549513	0.012947243228412	0.689388673183382	0.262990240078533	0.15968829562317	1.21908905074359	0.0119074411109312	0.0909306779002464	0.672523842730845	0.233541071995526	0.204102101141617	1.14094558432007	0.0057306687296089	0.05160132461065	NOT_SIGNIFICANT	True	True	0.25
ENSG00000204564	C6orf136	-0.392474918289024	0.136319960104163	-0.665896773296136	-0.119053063281911	0.0057402353026444	0.0516459999351443	-0.365919114454596	0.171878548864668	-0.725052766114644	-0.0067854627945474	0.0462152577484168	0.191319928271998	-0.400542231003273	0.159049641095348	-0.720891210166393	-0.0801932518401529	0.0154184630269377	0.108165313349742	-0.392474918289024	0.136319960104163	-0.665896773296136	-0.119053063281911	0.0057402353026444	0.0516459999351443	NOT_SIGNIFICANT	True	True	0.25
ENSG00000179532	DNHD1	0.357111773267921	0.124033962111233	0.108332387047285	0.605891159488557	0.0057390805134819	0.0516459999351443	0.299613444266459	0.119330011521713	0.0502779508409746	0.548948937691943	0.0209976949456818	0.116539459229635	0.386768166402648	0.124128204617975	0.136756010695355	0.63678032210994	0.0031908445006726	0.0380771801971203	0.357111773267921	0.124033962111233	0.108332387047285	0.605891159488557	0.0057390805134819	0.0516459999351443	NOT_SIGNIFICANT	True	True	0.25
ENSG00000122432	SPATA1	-1.23637987899696	0.428055439637034	-2.09653275460139	-0.376227003392519	0.0057453186466343	0.0516538404492255	-0.769888011736864	0.300680472385708	-1.40064208204643	-0.139133941427301	0.0194489621601117	0.111180778004931	-0.961689668974973	0.423437844153381	-1.81602082486693	-0.107358513083012	0.0282836719380147	0.158117980518547	-1.23637987899696	0.428055439637034	-2.09653275460139	-0.376227003392519	0.0057453186466343	0.0516538404492255	NOT_SIGNIFICANT	True	True	0.25
ENSG00000134013	LOXL2	0.79858508547016	0.277409501788157	0.242174853853608	1.35499531708671	0.0057457125243342	0.0516538404492255	0.81288977652325	0.36435446293737	0.0515850666704689	1.57419448637603	0.0376034181791065	0.169360334052131	0.950860738734582	0.299112912080345	0.348404075647845	1.55331740182132	0.0026750898546625	0.0335232200419341	0.79858508547016	0.277409501788157	0.242174853853608	1.35499531708671	0.0057457125243342	0.0516538404492255	NOT_SIGNIFICANT	True	True	0.25
ENSG00000245651	ENSG00000245651	1.04727420056726	0.363907803401937	0.317371209239413	1.7771771918951	0.0057593548938134	0.0517433464195101	1.37739239061189	0.451268798211452	0.434483502606757	2.32030127861702	0.0064207978591823	0.0536252774589052	1.10523202957847	0.404211550055083	0.291091510088317	1.91937254906862	0.008910679786182	0.0754611399836357	1.04727420056726	0.363907803401937	0.317371209239413	1.7771771918951	0.0057593548938134	0.0517433464195101	NOT_SIGNIFICANT	True	True	0.25
ENSG00000286481	ENSG00000286481	0.803410494425366	0.279175530524277	0.243458075350303	1.36336291350043	0.0057602824792472	0.0517433464195101	0.811208712138503	0.28739687126467	0.210703945634911	1.4117134786421	0.0106937572101994	0.0747448641747247	0.691573869672197	0.319294328120528	0.0484689160139424	1.33467882333045	0.0356564832044958	0.181203263894549	0.803410494425366	0.279175530524277	0.243458075350303	1.36336291350043	0.0057602824792472	0.0517433464195101	NOT_SIGNIFICANT	True	True	0.25
ENSG00000116005	PCYOX1	-0.608751469464434	0.211545232064871	-1.03305536248854	-0.184447576440329	0.0057627224120122	0.0517445411134645	-0.378835049666284	0.15290643605325	-0.698327197493089	-0.0593429018394782	0.0225305863400648	0.122018217290243	-0.604606959848646	0.251534777621406	-1.11123437931408	-0.0979795403832097	0.0204158156778342	0.129500331689276	-0.608751469464434	0.211545232064871	-1.03305536248854	-0.184447576440329	0.0057627224120122	0.0517445411134645	NOT_SIGNIFICANT	True	True	0.25
ENSG00000164756	SLC30A8	-1.45607129965719	0.504248676023949	-2.46950843286768	-0.442634166446699	0.0057714708639589	0.0517609322185522	-1.12588429173561	0.650158532533532	-2.51182310313133	0.260054519660111	0.103860452114585	0.308447488979195	-1.58593057975712	0.5697971583793	-2.73619813190241	-0.435663027611825	0.0080614576344503	0.0707586490480707	-1.45607129965719	0.504248676023949	-2.46950843286768	-0.442634166446699	0.0057714708639589	0.0517609322185522	NOT_SIGNIFICANT	True	True	0.25
ENSG00000144550	CPNE9	-0.702522835531039	0.244167559451335	-1.19225850583736	-0.212787165224717	0.005769439943935	0.0517609322185522	-0.670762387959258	0.215180984153301	-1.12037482137365	-0.221149954544865	0.0055494665836916	0.0489055181657688	-0.537818779755284	0.228800098710253	-0.998655267970375	-0.0769822915401931	0.0231889996171911	0.140262835143257	-0.702522835531039	0.244167559451335	-1.19225850583736	-0.212787165224717	0.005769439943935	0.0517609322185522	NOT_SIGNIFICANT	True	True	0.25
ENSG00000177051	FBXO46	0.339998021258371	0.118163505067445	0.102993222217968	0.577002820298774	0.0057672932058042	0.0517609322185522	0.152521570609916	0.140268009458625	-0.140563068402402	0.445606209622233	0.290142786326206	0.547453047023727	0.31228931887167	0.135988503310825	0.038388806342834	0.586189831400507	0.0263637975428049	0.151151981063323	0.339998021258371	0.118163505067445	0.102993222217968	0.577002820298774	0.0057672932058042	0.0517609322185522	NOT_SIGNIFICANT	True	True	0.25
ENSG00000227392	HPN-AS1	-1.03800971583801	0.360809946862088	-1.76169922470133	-0.314320206974691	0.0057746226816269	0.0517624768851265	-0.770983890848563	0.352930199284549	-1.50841803889904	-0.0335497427980863	0.04132683143391	0.179049980207682	-0.777217509283459	0.390681071619842	-1.564105688407	0.0096706698400765	0.0527614593645495	0.229460703145054	-1.03800971583801	0.360809946862088	-1.76169922470133	-0.314320206974691	0.0057746226816269	0.0517624768851265	NOT_SIGNIFICANT	True	True	0.25
ENSG00000145982	FARS2	-0.494537821947723	0.171894467603589	-0.839335000891386	-0.149740643004061	0.0057783728190774	0.0517624768851265	-0.46406263132949	0.140018791053985	-0.756626538020582	-0.171498724638398	0.0035521772584342	0.0359385084638237	-0.384489744961258	0.165612845505107	-0.718057966986076	-0.0509215229364407	0.0248426261531716	0.146360534954917	-0.494537821947723	0.171894467603589	-0.839335000891386	-0.149740643004061	0.0057783728190774	0.0517624768851265	NOT_SIGNIFICANT	True	True	0.25
ENSG00000113273	ARSB	0.395223094040893	0.137390621752802	0.119653774393738	0.670792413688047	0.0057785663005063	0.0517624768851265	0.406782787860923	0.128151447200904	0.139015242098024	0.674550333623822	0.0048798050442843	0.0451007279760266	0.416824874077944	0.142202271446106	0.130408933880205	0.703240814275684	0.0052914631334185	0.0533341653039755	0.395223094040893	0.137390621752802	0.119653774393738	0.670792413688047	0.0057785663005063	0.0517624768851265	NOT_SIGNIFICANT	True	True	0.25
ENSG00000187239	FNBP1	0.363435523481109	0.126356056281451	0.109998629328128	0.61687241763409	0.0057842108207966	0.0517923547746379	0.196921518590947	0.120380344927793	-0.0546086063000578	0.448451643481951	0.11792219701854	0.332437489470176	0.369496378898621	0.143332102958202	0.0808047946375965	0.658187963159645	0.0132879813148239	0.0980277038786882	0.363435523481109	0.126356056281451	0.109998629328128	0.61687241763409	0.0057842108207966	0.0517923547746379	NOT_SIGNIFICANT	True	True	0.25
ENSG00000268941	LINC01711	1.00062115854103	0.348001836158419	0.302621338737603	1.69862097834445	0.0057992212129199	0.0518883795898049													1.00062115854103	0.348001836158419	0.302621338737603	1.69862097834445	0.0057992212129199	0.0518883795898049	NOT_SIGNIFICANT	False	False	0.25
ENSG00000162777	DENND2D	-0.633062285728108	0.22017172163832	-1.07466863966527	-0.191455931790946	0.0057995616420704	0.0518883795898049	-0.417142527325976	0.281129881612428	-1.00455265873059	0.170267604078634	0.153851928004089	0.384576731008151	-0.712387412962255	0.259711799676886	-1.23548453742059	-0.189290288503917	0.0087114492026716	0.0744910195623476	-0.633062285728108	0.22017172163832	-1.07466863966527	-0.191455931790946	0.0057995616420704	0.0518883795898049	NOT_SIGNIFICANT	True	True	0.25
ENSG00000275023	MLLT6	0.288519886193394	0.100361852876163	0.0872205022705752	0.489819270116212	0.0058077344028627	0.0519407825582976	0.330625377136747	0.114560933580953	0.0912546896002435	0.56999606467325	0.0092977659356264	0.068150067520284	0.213583579564053	0.11408792723618	-0.0162060054563666	0.443373164584472	0.0677055622195515	0.265327271373451	0.288519886193394	0.100361852876163	0.0872205022705752	0.489819270116212	0.0058077344028627	0.0519407825582976	NOT_SIGNIFICANT	True	True	0.25
ENSG00000173660	UQCRH	-0.352437076322409	0.122603412455935	-0.598347157562815	-0.106526995082002	0.0058106824425866	0.0519464357063445	-0.409373128082023	0.119341757069236	-0.658733163379665	-0.160013092784381	0.002726477329655	0.0302552110539543	-0.311716443574839	0.143214221060102	-0.600170596644834	-0.0232622905048442	0.034803608428704	0.179269474581928	-0.352437076322409	0.122603412455935	-0.598347157562815	-0.106526995082002	0.0058106824425866	0.0519464357063445	NOT_SIGNIFICANT	True	True	0.25
ENSG00000073584	SMARCE1	-0.32546787554701	0.113236946888732	-0.55259129936551	-0.09834445172851	0.0058168929048206	0.0519812381892936	-0.259153300924886	0.147512720607489	-0.567375486695074	0.0490688848453023	0.0946479072719636	0.291558700577524	-0.353772912577761	0.115818813861372	-0.587048753584731	-0.120497071570792	0.0037812650490952	0.0426906376923777	-0.32546787554701	0.113236946888732	-0.55259129936551	-0.09834445172851	0.0058168929048206	0.0519812381892936	NOT_SIGNIFICANT	True	True	0.25
ENSG00000225649	ENSG00000225649	-1.1472592111749	0.39920044586923	-1.94794992694263	-0.346568495407164	0.0058220966267743	0.0520070200472116	-1.1202274545689	0.494778778022777	-2.1560865087921	-0.0843684003456948	0.0355100568497441	0.163718719335251	-1.44639415637087	0.418004352259771	-2.28831537423696	-0.604472938504788	0.0011934546665242	0.0188290161268783	-1.1472592111749	0.39920044586923	-1.94794992694263	-0.346568495407164	0.0058220966267743	0.0520070200472116	NOT_SIGNIFICANT	True	True	0.25
ENSG00000151748	SAV1	-0.3298486481385	0.114789221179337	-0.560085524423483	-0.0996117718535173	0.005828093713127	0.0520398654400636	-0.372441324238835	0.12472836898772	-0.633056479044636	-0.111826169433034	0.0074457805638279	0.0588577416023239	-0.387885591242693	0.116859896818009	-0.623258323887304	-0.152512858598081	0.0017959269880237	0.025498916880314	-0.3298486481385	0.114789221179337	-0.560085524423483	-0.0996117718535173	0.005828093713127	0.0520398654400636	NOT_SIGNIFICANT	True	True	0.25
ENSG00000137103	TMEM8B	0.41683099013909	0.145098979237961	0.125800740184739	0.70786124009344	0.0058405337321871	0.0521301916486104	0.495980926701924	0.138662569255336	0.206250793569122	0.785711059834725	0.0019481466379284	0.0241154720525518	0.310147505302379	0.164606206694419	-0.0213932005761024	0.64168821118086	0.0660155833871796	0.26117660108549	0.41683099013909	0.145098979237961	0.125800740184739	0.70786124009344	0.0058405337321871	0.0521301916486104	NOT_SIGNIFICANT	True	True	0.25
ENSG00000119446	RBM18	-0.527881160113796	0.183771874414962	-0.89647902914397	-0.159283291083622	0.0058446013190966	0.0521457468525605	-0.410210962533323	0.180308391653392	-0.786958448168768	-0.0334634768978774	0.0343664217361692	0.159993804021086	-0.423678456596243	0.175507937423806	-0.77717682478832	-0.0701800884041658	0.0199115228787858	0.127560187204525	-0.527881160113796	0.183771874414962	-0.89647902914397	-0.159283291083622	0.0058446013190966	0.0521457468525605	NOT_SIGNIFICANT	True	True	0.25
ENSG00000142405	NLRP12	0.908797967259226	0.316507153140021	0.273968167804776	1.54362776671368	0.0058629267346042	0.0522884479750188	1.25004971179902	0.381343408102981	0.453247251031538	2.0468521725665	0.0038575134966072	0.0382237208220083	0.78955961490429	0.349430713216793	0.0857556232930516	1.49336360651553	0.0287420475350212	0.159438854227145	0.908797967259226	0.316507153140021	0.273968167804776	1.54362776671368	0.0058629267346042	0.0522884479750188	NOT_SIGNIFICANT	True	True	0.25
ENSG00000122257	RBBP6	0.355594398272219	0.123852813555968	0.107178348234887	0.60401044830955	0.0058666103888198	0.0523005051753689	0.290662180992686	0.117727868501944	0.0446743041079035	0.536650057877468	0.0229453531042558	0.123488958311463	0.294815810357417	0.133747210427414	0.0254295858349013	0.564202034879933	0.0326650550629349	0.172485607682864	0.355594398272219	0.123852813555968	0.107178348234887	0.60401044830955	0.0058666103888198	0.0523005051753689	NOT_SIGNIFICANT	True	True	0.25
ENSG00000119943	PYROXD2	0.451906223215506	0.157424268569742	0.136154696420847	0.767657750010165	0.005874283265483	0.0523481023618535	0.539825947357078	0.180475723074863	0.162728829118686	0.916923065595471	0.007361418266367	0.0584845983815246	0.364293097994512	0.174347850816001	0.0131313120040153	0.71545488398501	0.0423544073315098	0.201201011323464	0.451906223215506	0.157424268569742	0.136154696420847	0.767657750010165	0.005874283265483	0.0523481023618535	NOT_SIGNIFICANT	True	True	0.25
ENSG00000272661	ENSG00000272661	0.672747014127393	0.234431232070052	0.202539846408021	1.14295418184677	0.0058891788410944	0.0524600005582795	0.786464095193068	0.301849854341391	0.155760373531839	1.4171678168543	0.0171506219586045	0.102881008171688	0.619913941160231	0.272379850753543	0.0713015297610033	1.16852635255946	0.0276645943153816	0.156047043544034	0.672747014127393	0.234431232070052	0.202539846408021	1.14295418184677	0.0058891788410944	0.0524600005582795	NOT_SIGNIFICANT	True	True	0.25
ENSG00000234661	CHL1-AS1	1.34464116486079	0.468648281932758	0.404656422391392	2.28462590733019	0.0058973581533013	0.0525120061050215							1.19988089342839	0.537251425918853	0.117778823522683	2.28198296333409	0.0305450980896417	0.16551320741042	1.34464116486079	0.468648281932758	0.404656422391392	2.28462590733019	0.0058973581533013	0.0525120061050215	NOT_SIGNIFICANT	False	True	0.25
ENSG00000070526	ST6GALNAC1	-1.2922610483083	0.450158369254479	-2.19577327495531	-0.388748821661284	0.0059296975679935	0.0527162570154951	-0.983905544725289	0.441190204223481	-1.9077983691698	-0.0600127202807754	0.0380926710181699	0.170588098946354	-1.08381890627598	0.49586262011209	-2.08327618306403	-0.0843616294879354	0.0342232451919777	0.177684568344468	-1.2922610483083	0.450158369254479	-2.19577327495531	-0.388748821661284	0.0059296975679935	0.0527162570154951	NOT_SIGNIFICANT	True	True	0.25
